1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999999999978893550e-01,-1.286528120361522003e-07,-1.562601766686584079e-06,1.327836361522998262e-06
9.999999999809960904e-01,-3.867199993304646709e-07,-4.688069465426561281e-06,3.985045189296066269e-06
9.999999999239531645e-01,-7.749626263158254945e-07,-9.376666514247241103e-06,7.973160227411608028e-06
9.999999997886738212e-01,-1.294141262845017001e-06,-1.562865558553407810e-05,1.329371285776212280e-05
9.999999995243250561e-01,-1.945015988377866044e-06,-2.344429860762679577e-05,1.994823209839326219e-05
9.999999990673026362e-01,-2.728346396146423143e-06,-3.282385676631369121e-05,2.793824460177479790e-05
9.999999983412061200e-01,-3.644891597298040764e-06,-4.376759050622380315e-05,3.726527465298896729e-05
9.999999972568131001e-01,-4.695410225016240273e-06,-5.627575953211659592e-05,4.793084416783579627e-05
9.999999957120542238e-01,-5.880660438619247297e-06,-7.034862281006889649e-05,5.993647269085485886e-05
9.999999935919874350e-01,-7.201399927636073083e-06,-8.598643856855872061e-05,7.328367739326315520e-05
9.999999907687734391e-01,-8.658385915860033018e-06,-1.031894642994457507e-04,8.797397307080846577e-05
9.999999871016500563e-01,-1.025237516537957145e-05,-1.219579567588479675e-04,1.040088721415379278e-04
9.999999824369071311e-01,-1.198412398058627419e-05,-1.422921719679143813e-04,1.213898846434810817e-04
9.999999766078617736e-01,-1.385438821215997730e-05,-1.641923652134934155e-04,1.401185182322473737e-04
9.999999694348329360e-01,-1.586392326103080262e-05,-1.876587910486965155e-04,1.601962781785371264e-04
9.999999607251163214e-01,-1.801348408231804229e-05,-2.126917032933569153e-04,1.816246673655660970e-04
9.999999502729597367e-01,-2.030382518924577011e-05,-2.392913550343831418e-04,2.044051862864025419e-04
9.999999378595382238e-01,-2.273570065703502059e-05,-2.674579986260068360e-04,2.285393330412169072e-04
9.999999232529284132e-01,-2.530986412677246802e-05,-2.971918856899247023e-04,2.540286033344433332e-04
9.999999062080844325e-01,-2.802706880925545451e-05,-3.284932671153342060e-04,2.808744904718524986e-04
9.999998864668127041e-01,-3.088806748881325724e-05,-3.613623930588630729e-04,3.090784853575358031e-04
9.999998637577470761e-01,-3.389361252710446586e-05,-3.957995129443913989e-04,3.386420764907998606e-04
9.999998377963243978e-01,-3.704445586689035844e-05,-4.318048754627672636e-04,3.695667499629710028e-04
9.999998082847596503e-01,-4.034134903578414711e-05,-4.693787285714144664e-04,4.018539894541099298e-04
9.999997749120207446e-01,-4.378504314997599858e-05,-5.085213194938326001e-04,4.355052762296347454e-04
9.999997373538047629e-01,-4.737628891793364654e-05,-5.492328947189894107e-04,4.705220891368534081e-04
9.999996952725126453e-01,-5.111583664407856885e-05,-5.915137000006038138e-04,5.069059046014044029e-04
9.999996483172247652e-01,-5.500443623243749241e-05,-6.353639803563219555e-04,5.446581966236051491e-04
