9.999986380834876565e-01,1.106808857004359112e-03,-1.224256145604227849e-03,1.487898243092128870e-06
9.999999999535508222e-01,-2.598082127592343078e-06,-7.820870439029324251e-06,4.998217203507049695e-06
9.999986586524299836e-01,4.946941294211043170e-04,1.561366028601821445e-03,1.035296544695299427e-05
9.999999997543042030e-01,-9.021381423663890647e-06,-1.374646159790714173e-05,1.486744300797351783e-05
9.999986204327330208e-01,9.127945181623662880e-04,-1.387623964115482266e-03,2.094116671850808012e-05
9.999999989450377713e-01,-1.514484450306389721e-05,-3.372255594240892307e-05,2.726439770551056165e-05
9.999985914588089830e-01,8.892199417656346727e-04,-1.423039165896731323e-03,3.643934269166468560e-05
9.999999975663743657e-01,-1.138801950129556746e-05,-5.032692104542294648e-05,4.695492640233253650e-05
9.999985406259945808e-01,5.503038284447025206e-04,-1.616286220497207930e-03,5.941742964752218752e-05
9.999999938691849222e-01,-1.677634102860035489e-05,-8.276705091274350577e-05,7.162262036694351140e-05
9.999985278737817396e-01,1.110945731741761920e-03,-1.304909402146287555e-03,8.521327836337840760e-05
9.999999873491640656e-01,-1.908766786414882677e-05,-1.195023726816746192e-04,1.032304006092161011e-04
9.999983997956376491e-01,2.235174860743858549e-04,-1.770833262398183779e-03,1.208124753949372507e-04
9.999999772749637028e-01,-1.882478497434545442e-05,-1.590961908756463258e-04,1.406559691268156637e-04
9.999983424078094929e-01,5.951395961901698867e-04,-1.713220800785273919e-03,1.608259369283083671e-04
9.999999608019132236e-01,-2.968709156354891706e-05,-2.108320906136883363e-04,1.818369547804693119e-04
9.999982708209319560e-01,7.657108123345277278e-04,-1.682250866047360063e-03,2.051197732479777996e-04
9.999999367681925433e-01,-3.845956197622542799e-05,-2.689958145784905521e-04,2.294029745057254608e-04
9.999980807546761108e-01,1.626209679494897782e-04,-1.936016164011070823e-03,2.527504648862124699e-04
9.999999060243208726e-01,-3.214848318554508694e-05,-3.297852345898143449e-04,2.795702482269606147e-04
9.999979801577736360e-01,4.805167143466956251e-04,-1.927629659179208111e-03,3.050048481844977845e-04
9.999998622275408922e-01,-5.577958762563609365e-05,-4.012233266398952843e-04,3.338463403171266944e-04
9.999979168912599414e-01,8.220978319956806155e-04,-1.832877700126548217e-03,3.618392346688062812e-04
9.999998078955667502e-01,-6.283074496697347840e-05,-4.755127576069627165e-04,3.926178095916691476e-04
9.999977905935016897e-01,8.971957100749064712e-04,-1.853265186424032235e-03,4.233864916539954444e-04
9.999997380120452251e-01,-6.933609994799969371e-05,-5.559641884497006602e-04,4.583363036396098720e-04
9.999973969296560572e-01,3.061582140576521970e-04,-2.206484954596936530e-03,4.937865986431811067e-04
9.999996516602600583e-01,-7.060335674160626840e-05,-6.429477229651617450e-04,5.275535518915234166e-04
9.999972324235802956e-01,5.544573932636963007e-04,-2.215454261673818412e-03,5.652296822394345345e-04
9.999995378886030739e-01,-8.522433081328163057e-05,-7.422913504268074296e-04,6.049487126098048329e-04
9.999968745324531172e-01,2.876174654737138209e-04,-2.398303111575580005e-03,6.452470100162305180e-04
9.999994077214373611e-01,-8.558556514187513897e-05,-8.399292400128429347e-04,6.868411440892536503e-04
9.999966070033106114e-01,4.131462791063117705e-04,-2.465902500339599897e-03,7.311749978440313779e-04
9.999992412385604323e-01,-1.029113241125680333e-04,-9.521702935143148624e-04,7.747924205606741268e-04
9.999962768751335940e-01,4.459856004738906965e-04,-2.563408573564450368e-03,8.223558840719936546e-04
9.999990505783615813e-01,-1.051468091459975860e-04,-1.065262013109903334e-03,8.677576663617344883e-04
9.999957360408104901e-01,-1.237010311699087801e-05,-2.772452836540303944e-03,9.171981505646289437e-04
9.999988212753831984e-01,-1.149081338078206907e-04,-1.187104332055899727e-03,9.669680811522908493e-04
9.999953708289222032e-01,2.522822704254683627e-04,-2.856506551056267867e-03,1.017371469218012955e-03
9.999985557504768030e-01,-1.213000217171977905e-04,-1.312770493671778149e-03,1.072574890748589438e-03
9.999948392044872847e-01,1.536912605798924241e-04,-3.004346164546234030e-03,1.127762169932946005e-03
9.999982415302524075e-01,-1.418270531562313655e-04,-1.447108272584277317e-03,1.184356001124509681e-03
9.999943814962779509e-01,3.227057770375565938e-04,-3.097483613749961711e-03,1.240335487113003541e-03
9.999978917278674606e-01,-1.453898557928333542e-04,-1.583445683371053920e-03,1.299269555540650406e-03
9.999936756769151058e-01,1.019330575202866308e-04,-3.285038831618021082e-03,1.358946540204694544e-03
9.999974876095411025e-01,-1.610332922101588083e-04,-1.728127564297796950e-03,1.418597196531315701e-03
9.999929841046720780e-01,4.255216084964750031e-05,-3.439582450568450661e-03,1.482971109807285906e-03
9.999970171268111052e-01,-1.679436504881938962e-04,-1.881785506623377333e-03,1.548036084074241306e-03
9.999921554187276573e-01,-4.031043890068694091e-04,-3.594933932375241926e-03,1.613399479605437349e-03
9.999964849651066245e-01,-1.853970847362265944e-04,-2.041717304615127578e-03,1.681391031332827354e-03
9.999913334049131963e-01,-4.837806526181039871e-04,-3.745983666534167308e-03,1.751193225786525174e-03
9.999958877929727707e-01,-1.975642552903618019e-04,-2.206019287835132500e-03,1.821769582260310922e-03
9.999904263821424166e-01,-5.227034923726418033e-04,-3.909694271453486442e-03,1.894258647577295399e-03
9.999952110581974418e-01,-1.952369101240776094e-04,-2.381240814859729351e-03,1.967088051364675617e-03
9.999901560180063376e-01,-1.271367404998240917e-03,-3.727612247544078924e-03,2.043623971544783913e-03
9.999944410128981387e-01,-2.019345333689456031e-04,-2.567733683846211423e-03,2.117524373974636817e-03
9.999891145951425031e-01,-1.286319193858868806e-03,-3.909163829658398627e-03,2.198752443403286742e-03
9.999935963972831354e-01,-2.165362622708997696e-04,-2.751421086085684576e-03,2.278148037711621825e-03
