0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.146112481446100504e-06,-6.250407066748878430e-05,5.311345446093552943e-05
-1.032268740985569538e-05,-1.250187079180503668e-04,1.062883531579620852e-04
-1.552970458843325551e-05,-1.875438817654243788e-04,1.595246018084720604e-04
-2.076714382629952623e-05,-2.500795622342229935e-04,2.128221061662670106e-04
-2.603498493849152641e-05,-3.126257193599310752e-04,2.661807720215576063e-04
-3.133320774596256290e-05,-3.751823231889061389e-04,3.196005052009637075e-04
-3.666179207558220679e-05,-4.377493437783782954e-04,3.730812115675142550e-04
-4.202071776013631378e-05,-5.003267511964502520e-04,4.266227970206473794e-04
-4.740996463832701394e-05,-5.629145155220975291e-04,4.802251674962103463e-04
-5.282951255477271856e-05,-6.255126068451680264e-04,5.338882289664595568e-04
-5.827934136000810657e-05,-6.881209952663825107e-04,5.876118874400606011e-04
-6.375943091048414486e-05,-7.507396508973341286e-04,6.413960489620880966e-04
-6.926976106856807473e-05,-8.133685438604888393e-04,6.952406196140259583e-04
-7.481031170254339834e-05,-8.760076442891851986e-04,7.491455055137670200e-04
-8.038106268660991940e-05,-9.386569223276344668e-04,8.031106128156134671e-04
-8.598199390088370243e-05,-1.001316348130920283e-03,8.571358477102766207e-04
-9.161308523139708641e-05,-1.063985891864999101e-03,9.112211164248768284e-04
-9.727431657009869828e-05,-1.126665523706700187e-03,9.653663252229436817e-04
-1.029656678148534529e-04,-1.189355213843725076e-03,1.019571380404415799e-03
-1.086871188694425125e-04,-1.252054932474648118e-03,1.073836188305641150e-03
-1.144386496435633273e-04,-1.314764649808916261e-03,1.128160655299376624e-03
-1.202202400528296354e-04,-1.377484336066849262e-03,1.182544687794788354e-03
-1.260318700187714358e-04,-1.440213961479639045e-03,1.236988192237451498e-03
-1.318735194688350155e-04,-1.502953496289350776e-03,1.291491075109350677e-03
-1.377451683363829359e-04,-1.565702910748921787e-03,1.346053242928879319e-03
-1.436467965606940463e-04,-1.628462175122162223e-03,1.400674602250840100e-03
-1.495783840869634434e-04,-1.691231259683754823e-03,1.455355059666444718e-03
-1.555399108663025253e-04,-1.754010134719254923e-03,1.510094521803314336e-03
-1.615313568557389648e-04,-1.816798770525090674e-03,1.564892895325479139e-03
-1.675527020182167087e-04,-1.879597137408562605e-03,1.619750086933378127e-03
-1.736039263225959786e-04,-1.942405205687844057e-03,1.674666003363859974e-03
-1.796850097436532702e-04,-2.005222945691980969e-03,1.729640551390182164e-03
-1.857959322620813538e-04,-2.068050327760891875e-03,1.784673637822011211e-03
-1.919366738644893012e-04,-2.130887322245367688e-03,1.839765169505423086e-03
-1.981072145434024045e-04,-2.193733899507072354e-03,1.894915053322902788e-03
-2.043075342972623112e-04,-2.256590029918542628e-03,1.950123196193344344e-03
-2.105376131304268893e-04,-2.319455683863187213e-03,2.005389505072051239e-03
-2.167974310531703083e-04,-2.382330831735287625e-03,2.060713886950735554e-03
-2.230869680816829849e-04,-2.445215443939998626e-03,2.116096248857519263e-03
-2.294062042380716373e-04,-2.508109490893346925e-03,2.171536497856932715e-03
-2.357551195503592855e-04,-2.571012943022232475e-03,2.227034541049915939e-03
-2.421336940524851692e-04,-2.633925770764427177e-03,2.282590285573817771e-03
-2.485419077843048301e-04,-2.696847944568575746e-03,2.338203638602396293e-03
-2.549797407915900841e-04,-2.759779434894196141e-03,2.393874507345818831e-03
-2.614471731260290758e-04,-2.822720212211677834e-03,2.449602799050661951e-03
-2.679441848452261427e-04,-2.885670247002283979e-03,2.505388420999911034e-03
-2.744707560127019512e-04,-2.948629509758150108e-03,2.561231280512960701e-03
-2.810268666978934420e-04,-3.011597970982284132e-03,2.617131284945614818e-03
-2.876124969761537759e-04,-3.074575601188566341e-03,2.673088341690086495e-03
-2.942276269287524967e-04,-3.137562370901750275e-03,2.729102358174998084e-03
-3.008722366428753141e-04,-3.200558250657461849e-03,2.785173241865380317e-03
-3.075463062116242665e-04,-3.263563211002199795e-03,2.841300900262674033e-03
-3.142498157340177208e-04,-3.326577222493334787e-03,2.897485240904728448e-03
-3.209827453149902100e-04,-3.389600255699111182e-03,2.953726171365802459e-03
-3.277450750653926499e-04,-3.452632281198644848e-03,3.010023599256563768e-03
-3.345367851019921224e-04,-3.515673269581925334e-03,3.066377432224089757e-03
-3.413578555474720919e-04,-3.578723191449814135e-03,3.122787577951866185e-03
-3.482082665304322977e-04,-3.641782017414045558e-03,3.179253944159788486e-03
-3.550879981853886447e-04,-3.704849718097226290e-03,3.235776438604160907e-03
-3.619970306527734208e-04,-3.767926264132836264e-03,3.292354969077696935e-03
-3.689353440789351342e-04,-3.831011626165227793e-03,3.348989443409519304e-03
-3.759029186161386214e-04,-3.894105774849625570e-03,3.405679769465159989e-03
-3.828997344225649395e-04,-3.957208680852126667e-03,3.462425855146560212e-03
-3.899257716623114197e-04,-4.020320314849701836e-03,3.519227608392069568e-03
-3.969810105053917762e-04,-4.083440647530193340e-03,3.576084937176447764e-03
-4.040654311277358350e-04,-4.146569649592316692e-03,3.632997749510862885e-03
-4.111790137111898591e-04,-4.209707291745660648e-03,3.689965953442892691e-03
-4.183217384435162773e-04,-4.272853544710684612e-03,3.746989457056523753e-03
-4.254935855183938475e-04,-4.336008379218722966e-03,3.804068168472151887e-03
-4.326945351354176015e-04,-4.399171766011980740e-03,3.861201995846582150e-03
